G,element_length,p,f_int[0]
163549.72947355898,2,70,1.899018758282569e+03
163549.72947355898,3,70,9.696103918189546e+02
163549.72947355898,1,70,2.8000000000000036e+03
163549.72947355898,2,70,1.899018758282569e+03
163549.72947355898,3,70,9.696103918189546e+02
163549.72947355898,1,70,2.799999999999998e+03
163549.72947355898,2,70,1.8990187582825763e+03
163549.72947355898,3,70,9.696103918189505e+02
163549.72947355898,1,70,2.799999999999998e+03
163549.72947355898,2,70,1.899018758282569e+03
163549.72947355898,3,70,9.696103918189546e+02
163549.72947355898,1,70,2.8000000000000036e+03
163549.72947355898,2,70,1.899018758282569e+03
163549.72947355898,3,70,9.696103918189546e+02
163549.72947355898,1,70,2.799999999999998e+03
163549.72947355898,2,70,1.8990187582825763e+03
163549.72947355898,3,70,9.696103918189505e+02
163549.72947355898,1,70,2.799999999999998e+03
163549.72947355898,2,70,1.899018758282569e+03
163549.72947355898,3,70,9.696103918189546e+02
163549.72947355898,1,70,2.8000000000000036e+03
163549.72947355898,2,70,1.899018758282569e+03
163549.72947355898,3,70,9.696103918189546e+02
17859.305237690092,1,35.0,6.999999999999953e+02
17859.305237690092,2,35.0,4.7475468957064e+02
17859.305237690092,3,35.0,2.4240259795473992e+02
17859.305237690092,1,52.5,1.3999999999999927e+03
17859.305237690092,2,52.5,9.495093791412878e+02
17859.305237690092,3,52.5,4.848051959094747e+02
17859.305237690092,1,70,2.1000000000000014e+03
17859.305237690092,2,70,1.42426406871192e+03
17859.305237690092,3,70,7.272077938642127e+02
17859.305237690092,1,70,2.7999999999999945e+03
17859.305237690092,2,70,1.8990187582825756e+03
17859.305237690092,3,70,9.696103918189494e+02
17859.305237690092,1,70,2.8000000000000036e+03
17859.305237690092,2,70,1.8990187582825727e+03
17859.305237690092,3,70,9.696103918189477e+02
17859.305237690092,1,70,2.7999999999999905e+03
17859.305237690092,2,70,1.8990187582825658e+03
17859.305237690092,3,70,9.696103918189506e+02
17859.305237690092,1,70,2.8000000000000164e+03
17859.305237690092,2,70,1.8990187582825756e+03
17859.305237690092,3,70,9.696103918189494e+02
17859.305237690092,1,70,2.7999999999999973e+03
17859.305237690092,2,70,1.8990187582825624e+03
17859.305237690092,3,70,9.696103918189541e+02
17859.305237690092,1,70,2.7999999999999945e+03
17859.305237690092,2,70,1.8990187582825756e+03
17859.305237690092,3,70,9.696103918189541e+02
17859.305237690092,1,70,2.7999999999999927e+03
17859.305237690092,2,70,1.8990187582825727e+03
17859.305237690092,3,70,9.696103918189569e+02
17859.305237690092,1,70,2.7999999999999945e+03
17859.305237690092,2,70,1.8990187582825756e+03
17859.305237690092,3,70,9.696103918189494e+02
17859.305237690092,1,70,2.8000000000000036e+03
17859.305237690092,2,70,1.8990187582825727e+03
17859.305237690092,3,70,9.696103918189477e+02
17859.305237690092,1,70,2.7999999999999905e+03
17859.305237690092,2,70,1.8990187582825658e+03
17859.305237690092,3,70,9.696103918189506e+02
17859.305237690092,1,70,2.8000000000000164e+03
17859.305237690092,2,70,1.8990187582825756e+03
17859.305237690092,3,70,9.696103918189494e+02
17859.305237690092,1,70,2.7999999999999973e+03
17859.305237690092,2,70,1.8990187582825624e+03
17859.305237690092,3,70,9.696103918189541e+02
17859.305237690092,1,70,2.7999999999999945e+03
17859.305237690092,2,70,1.8990187582825756e+03
17859.305237690092,3,70,9.696103918189541e+02
17859.305237690092,1,70,2.7999999999999927e+03
17859.305237690092,2,70,1.8990187582825727e+03
17859.305237690092,3,70,9.696103918189569e+02
17859.305237690092,1,70,2.7999999999999945e+03
17859.305237690092,2,70,1.8990187582825756e+03
17859.305237690092,3,70,9.696103918189494e+02
17859.305237690092,1,70,2.8000000000000036e+03
17859.305237690092,2,70,1.8990187582825727e+03
17859.305237690092,3,70,9.696103918189477e+02
99903.54432260804,1,35.0,7.000000000000018e+02
99903.54432260804,2,35.0,4.74754689570645e+02
99903.54432260804,3,35.0,2.4240259795473924e+02
99903.54432260804,1,52.5,1.4000000000000002e+03
99903.54432260804,2,52.5,9.495093791412869e+02
99903.54432260804,3,52.5,4.848051959094793e+02
99903.54432260804,1,70,2.100000000000005e+03
99903.54432260804,2,70,1.4242640687119306e+03
99903.54432260804,3,70,7.272077938642148e+02
99903.54432260804,1,70,2.8000000000000027e+03
99903.54432260804,2,70,1.8990187582825686e+03
99903.54432260804,3,70,9.696103918189538e+02
99903.54432260804,1,70,2.8000000000000055e+03
99903.54432260804,2,70,1.8990187582825708e+03
99903.54432260804,3,70,9.696103918189528e+02
99903.54432260804,1,70,2.8000000000000005e+03
99903.54432260804,2,70,1.899018758282575e+03
99903.54432260804,3,70,9.696103918189507e+02
99903.54432260804,1,70,2.8000000000000005e+03
99903.54432260804,2,70,1.8990187582825713e+03
99903.54432260804,3,70,9.696103918189531e+02
99903.54432260804,1,70,2.7999999999999945e+03
99903.54432260804,2,70,1.899018758282575e+03
99903.54432260804,3,70,9.69610391818951e+02
99903.54432260804,1,70,2.7999999999999936e+03
99903.54432260804,2,70,1.8990187582825708e+03
99903.54432260804,3,70,9.696103918189553e+02
99903.54432260804,1,70,2.8000000000000005e+03
99903.54432260804,2,70,1.8990187582825713e+03
99903.54432260804,3,70,9.696103918189531e+02
99903.54432260804,1,70,2.8000000000000005e+03
99903.54432260804,2,70,1.899018758282575e+03
99903.54432260804,3,70,9.69610391818951e+02
99903.54432260804,1,70,2.7999999999999945e+03
99903.54432260804,2,70,1.8990187582825713e+03
99903.54432260804,3,70,9.696103918189531e+02
99903.54432260804,1,70,2.7999999999999936e+03
99903.54432260804,2,70,1.8990187582825708e+03
99903.54432260804,3,70,9.696103918189553e+02
99903.54432260804,1,70,2.8000000000000005e+03
99903.54432260804,2,70,1.8990187582825713e+03
99903.54432260804,3,70,9.696103918189531e+02
99903.54432260804,1,70,2.8000000000000005e+03
99903.54432260804,2,70,1.899018758282575e+03
99903.54432260804,3,70,9.69610391818951e+02
99903.54432260804,1,70,2.7999999999999945e+03
99903.54432260804,2,70,1.8990187582825713e+03
99903.54432260804,3,70,9.696103918189531e+02
99903.54432260804,1,70,2.7999999999999936e+03
99903.54432260804,2,70,1.8990187582825708e+03
99903.54432260804,3,70,9.696103918189553e+02
99903.54432260804,1,70,2.8000000000000005e+03
99903.54432260804,2,70,1.8990187582825713e+03
99903.54432260804,3,70,9.696103918189531e+02
99903.54432260804,1,70,2.8000000000000005e+03
99903.54432260804,2,70,1.899018758282575e+03
99903.54432260804,3,70,9.69610391818951e+02
55670.7100861052,1,35.0,7.000000000000002e+02
55670.7100861052,2,35.0,4.747546895706429e+02
55670.7100861052,3,35.0,2.4240259795473972e+02
55670.7100861052,1,52.5,1.4000000000000014e+03
55670.7100861052,2,52.5,9.495093791412843e+02
55670.7100861052,3,52.5,4.848051959094773e+02
55670.7100861052,1,70,2.0999999999999995e+03
55670.7100861052,2,70,1.4242640687119294e+03
55670.7100861052,3,70,7.272077938642137e+02
55670.7100861052,1,70,2.800000000000003e+03
55670.7100861052,2,70,1.8990187582825668e+03
55670.7100861052,3,70,9.696103918189553e+02
55670.7100861052,1,70,2.7999999999999973e+03
55670.7100861052,2,70,1.8990187582825774e+03
55670.7100861052,3,70,9.696103918189522e+02
55670.7100861052,1,70,2.799999999999994e+03
55670.7100861052,2,70,1.899018758282566e+03
55670.7100861052,3,70,9.696103918189522e+02
55670.7100861052,1,70,2.800000000000008e+03
55670.7100861052,2,70,1.8990187582825715e+03
55670.7100861052,3,70,9.696103918189522e+02
55670.7100861052,1,70,2.7999999999999986e+03
55670.7100861052,2,70,1.8990187582825786e+03
55670.7100861052,3,70,9.696103918189531e+02
55670.7100861052,1,70,2.800000000000003e+03
55670.7100861052,2,70,1.899018758282566e+03
55670.7100861052,3,70,9.696103918189522e+02
55670.7100861052,1,70,2.7999999999999973e+03
55670.7100861052,2,70,1.8990187582825774e+03
55670.7100861052,3,70,9.696103918189526e+02
55670.7100861052,1,70,2.7999999999999986e+03
55670.7100861052,2,70,1.8990187582825727e+03
55670.7100861052,3,70,9.696103918189526e+02
55670.7100861052,1,70,2.800000000000003e+03
55670.7100861052,2,70,1.8990187582825654e+03
55670.7100861052,3,70,9.69610391818956e+02
55670.7100861052,1,70,2.800000000000003e+03
55670.7100861052,2,70,1.899018758282566e+03
55670.7100861052,3,70,9.696103918189522e+02
55670.7100861052,1,70,2.7999999999999973e+03
55670.7100861052,2,70,1.8990187582825774e+03
55670.7100861052,3,70,9.696103918189526e+02
55670.7100861052,1,70,2.7999999999999986e+03
55670.7100861052,2,70,1.8990187582825727e+03
55670.7100861052,3,70,9.696103918189526e+02
55670.7100861052,1,70,2.800000000000003e+03
55670.7100861052,2,70,1.8990187582825654e+03
55670.7100861052,3,70,9.69610391818956e+02
55670.7100861052,1,70,2.800000000000003e+03
55670.7100861052,2,70,1.899018758282566e+03
55670.7100861052,3,70,9.696103918189522e+02
55670.7100861052,1,70,2.7999999999999973e+03
55670.7100861052,2,70,1.8990187582825774e+03
55670.7100861052,3,70,9.696103918189526e+02
55670.7100861052,1,70,2.7999999999999986e+03
55670.7100861052,2,70,1.8990187582825727e+03
55670.7100861052,3,70,9.696103918189526e+02
120744.50074064056,1,35.0,6.999999999999986e+02
120744.50074064056,2,35.0,4.747546895706582e+02
120744.50074064056,3,35.0,2.4240259795474685e+02
120744.50074064056,1,52.5,1.400000000000004e+03
120744.50074064056,2,52.5,9.495093791413012e+02
120744.50074064056,3,52.5,4.8480519590948165e+02
120744.50074064056,1,70,2.1000000000000123e+03
120744.50074064056,2,70,1.4242640687119383e+03
120744.50074064056,3,70,7.272077938642246e+02
120744.50074064056,1,70,2.800000000000014e+03
120744.50074064056,2,70,1.8990187582825884e+03
120744.50074064056,3,70,9.696103918189503e+02
120744.50074064056,1,70,2.800000000000011e+03
120744.50074064056,2,70,1.8990187582825595e+03
120744.50074064056,3,70,9.69610391818953e+02
120744.50074064056,1,70,2.800000000000002e+03
120744.50074064056,2,70,1.8990187582825774e+03
120744.50074064056,3,70,9.69610391818946e+02
120744.50074064056,1,70,2.8000000000000064e+03
120744.50074064056,2,70,1.8990187582825715e+03
120744.50074064056,3,70,9.696103918189494e+02
120744.50074064056,1,70,2.8000000000000064e+03
120744.50074064056,2,70,1.8990187582825715e+03
120744.50074064056,3,70,9.696103918189494e+02
120744.50074064056,1,70,2.8000000000000064e+03
120744.50074064056,2,70,1.8990187582825715e+03
120744.50074064056,3,70,9.696103918189494e+02
120744.50074064056,1,70,2.8000000000000064e+03
120744.50074064056,2,70,1.8990187582825715e+03
120744.50074064056,3,70,9.696103918189494e+02
120744.50074064056,1,70,2.8000000000000064e+03
120744.50074064056,2,70,1.8990187582825715e+03
120744.50074064056,3,70,9.696103918189494e+02
120744.50074064056,1,70,2.8000000000000064e+03
120744.50074064056,2,70,1.8990187582825715e+03
120744.50074064056,3,70,9.696103918189494e+02
120744.50074064056,1,70,2.8000000000000064e+03
120744.50074064056,2,70,1.8990187582825715e+03
120744.50074064056,3,70,9.696103918189494e+02
120744.50074064056,1,70,2.8000000000000064e+03
120744.50074064056,2,70,1.8990187582825715e+03
120744.50074064056,3,70,9.696103918189494e+02
120744.50074064056,1,70,2.8000000000000064e+03
120744.50074064056,2,70,1.8990187582825715e+03
120744.50074064056,3,70,9.696103918189494e+02
120744.50074064056,1,70,2.8000000000000064e+03
120744.50074064056,2,70,1.8990187582825715e+03
120744.50074064056,3,70,9.696103918189494e+02
120744.50074064056,1,70,2.8000000000000064e+03
120744.50074064056,2,70,1.8990187582825715e+03
120744.50074064056,3,70,9.696103918189494e+02
120744.50074064056,1,70,2.8000000000000064e+03
120744.50074064056,2,70,1.8990187582825715e+03
120744.50074064056,3,70,9.696103918189494e+02
120744.50074064056,1,70,2.8000000000000064e+03
120744.50074064056,2,70,1.8990187582825715e+03
120744.50074064056,3,70,9.696103918189494e+02
41962.74967154293,1,35.0,6.999999999999984e+02
41962.74967154293,2,35.0,4.747546895706426e+02
41962.74967154293,3,35.0,2.4240259795473855e+02
41962.74967154293,1,52.5,1.3999999999999986e+03
41962.74967154293,2,52.5,9.49509379141286e+02
41962.74967154293,3,52.5,4.8480519590947654e+02
41962.74967154293,1,70,2.1e+03
41962.74967154293,2,70,1.424264068711928e+03
41962.74967154293,3,70,7.272077938642159e+02
41962.74967154293,1,70,2.799999999999996e+03
41962.74967154293,2,70,1.8990187582825715e+03
41962.74967154293,3,70,9.696103918189543e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825708e+03
41962.74967154293,3,70,9.696103918189557e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825715e+03
41962.74967154293,3,70,9.696103918189475e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825683e+03
41962.74967154293,3,70,9.696103918189542e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825686e+03
41962.74967154293,3,70,9.696103918189542e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825713e+03
41962.74967154293,3,70,9.696103918189507e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825713e+03
41962.74967154293,3,70,9.696103918189507e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825713e+03
41962.74967154293,3,70,9.696103918189507e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825713e+03
41962.74967154293,3,70,9.696103918189507e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825713e+03
41962.74967154293,3,70,9.696103918189507e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825713e+03
41962.74967154293,3,70,9.696103918189507e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825713e+03
41962.74967154293,3,70,9.696103918189507e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825713e+03
41962.74967154293,3,70,9.696103918189507e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825713e+03
41962.74967154293,3,70,9.696103918189507e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825713e+03
41962.74967154293,3,70,9.696103918189507e+02
41962.74967154293,1,70,2.8000000000000005e+03
41962.74967154293,2,70,1.8990187582825713e+03
41962.74967154293,3,70,9.696103918189507e+02
115778.13398891954,1,35.0,6.999999999999987e+02
115778.13398891954,2,35.0,4.747546895706421e+02
115778.13398891954,3,35.0,2.4240259795473872e+02
115778.13398891954,1,52.5,1.3999999999999968e+03
115778.13398891954,2,52.5,9.495093791412852e+02
115778.13398891954,3,52.5,4.8480519590947523e+02
115778.13398891954,1,70,2.0999999999999973e+03
115778.13398891954,2,70,1.4242640687119294e+03
115778.13398891954,3,70,7.272077938642158e+02
115778.13398891954,1,70,2.799999999999999e+03
115778.13398891954,2,70,1.899018758282572e+03
115778.13398891954,3,70,9.696103918189516e+02
115778.13398891954,1,70,2.799999999999993e+03
115778.13398891954,2,70,1.8990187582825686e+03
115778.13398891954,3,70,9.696103918189528e+02
115778.13398891954,1,70,2.800000000000001e+03
115778.13398891954,2,70,1.899018758282569e+03
115778.13398891954,3,70,9.696103918189534e+02
115778.13398891954,1,70,2.7999999999999995e+03
115778.13398891954,2,70,1.899018758282572e+03
115778.13398891954,3,70,9.696103918189523e+02
115778.13398891954,1,70,2.799999999999996e+03
115778.13398891954,2,70,1.8990187582825727e+03
115778.13398891954,3,70,9.696103918189528e+02
115778.13398891954,1,70,2.8000000000000036e+03
115778.13398891954,2,70,1.8990187582825727e+03
115778.13398891954,3,70,9.696103918189528e+02
115778.13398891954,1,70,2.8000000000000036e+03
115778.13398891954,2,70,1.8990187582825727e+03
115778.13398891954,3,70,9.696103918189557e+02
115778.13398891954,1,70,2.8000000000000036e+03
115778.13398891954,2,70,1.8990187582825677e+03
115778.13398891954,3,70,9.696103918189553e+02
115778.13398891954,1,70,2.799999999999996e+03
115778.13398891954,2,70,1.8990187582825727e+03
115778.13398891954,3,70,9.696103918189528e+02
115778.13398891954,1,70,2.8000000000000036e+03
115778.13398891954,2,70,1.8990187582825727e+03
115778.13398891954,3,70,9.696103918189528e+02
115778.13398891954,1,70,2.8000000000000036e+03
115778.13398891954,2,70,1.8990187582825727e+03
115778.13398891954,3,70,9.696103918189557e+02
115778.13398891954,1,70,2.8000000000000036e+03
115778.13398891954,2,70,1.8990187582825677e+03
115778.13398891954,3,70,9.696103918189553e+02
115778.13398891954,1,70,2.799999999999996e+03
115778.13398891954,2,70,1.8990187582825727e+03
115778.13398891954,3,70,9.696103918189528e+02
115778.13398891954,1,70,2.8000000000000036e+03
115778.13398891954,2,70,1.8990187582825727e+03
115778.13398891954,3,70,9.696103918189528e+02
115778.13398891954,1,70,2.8000000000000036e+03
115778.13398891954,2,70,1.8990187582825727e+03
115778.13398891954,3,70,9.696103918189557e+02
115778.13398891954,1,70,2.8000000000000036e+03
115778.13398891954,2,70,1.8990187582825677e+03
115778.13398891954,3,70,9.696103918189553e+02
71812.65007116231,1,35.0,6.999999999999986e+02
71812.65007116231,2,35.0,4.747546895706427e+02
71812.65007116231,3,35.0,2.4240259795473742e+02
71812.65007116231,1,52.5,1.3999999999999993e+03
71812.65007116231,2,52.5,9.495093791412833e+02
71812.65007116231,3,52.5,4.848051959094776e+02
71812.65007116231,1,70,2.100000000000003e+03
71812.65007116231,2,70,1.4242640687119278e+03
71812.65007116231,3,70,7.272077938642108e+02
71812.65007116231,1,70,2.7999999999999955e+03
71812.65007116231,2,70,1.899018758282568e+03
71812.65007116231,3,70,9.696103918189557e+02
71812.65007116231,1,70,2.8000000000000055e+03
71812.65007116231,2,70,1.8990187582825731e+03
71812.65007116231,3,70,9.69610391818957e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189505e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189541e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189541e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189541e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189541e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189541e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189541e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189541e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189541e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189541e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189541e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189541e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189541e+02
71812.65007116231,1,70,2.7999999999999973e+03
71812.65007116231,2,70,1.8990187582825727e+03
71812.65007116231,3,70,9.696103918189541e+02
162522.16415561212,1,35.0,6.999999999999993e+02
162522.16415561212,2,35.0,4.7475468957064214e+02
162522.16415561212,3,35.0,2.4240259795473958e+02
162522.16415561212,1,52.5,1.4000000000000007e+03
162522.16415561212,2,52.5,9.495093791412845e+02
162522.16415561212,3,52.5,4.848051959094774e+02
162522.16415561212,1,70,2.099999999999994e+03
162522.16415561212,2,70,1.4242640687119288e+03
162522.16415561212,3,70,7.272077938642144e+02
162522.16415561212,1,70,2.8000000000000014e+03
162522.16415561212,2,70,1.899018758282569e+03
162522.16415561212,3,70,9.696103918189588e+02
162522.16415561212,1,70,2.7999999999999973e+03
162522.16415561212,2,70,1.8990187582825745e+03
162522.16415561212,3,70,9.696103918189515e+02
162522.16415561212,1,70,2.8000000000000014e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189515e+02
162522.16415561212,1,70,2.7999999999999973e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189515e+02
162522.16415561212,1,70,2.800000000000002e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189516e+02
162522.16415561212,1,70,2.8000000000000014e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189515e+02
162522.16415561212,1,70,2.7999999999999973e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189515e+02
162522.16415561212,1,70,2.800000000000002e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189516e+02
162522.16415561212,1,70,2.8000000000000014e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189515e+02
162522.16415561212,1,70,2.7999999999999973e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189515e+02
162522.16415561212,1,70,2.800000000000002e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189516e+02
162522.16415561212,1,70,2.8000000000000014e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189515e+02
162522.16415561212,1,70,2.7999999999999973e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189515e+02
162522.16415561212,1,70,2.800000000000002e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189516e+02
162522.16415561212,1,70,2.8000000000000014e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189515e+02
162522.16415561212,1,70,2.7999999999999973e+03
162522.16415561212,2,70,1.899018758282572e+03
162522.16415561212,3,70,9.696103918189515e+02
28424.71562211701,1,35.0,7.000000000000043e+02
28424.71562211701,2,35.0,4.747546895706447e+02
28424.71562211701,3,35.0,2.424025979547388e+02
28424.71562211701,1,52.5,1.4000000000000066e+03
28424.71562211701,2,52.5,9.495093791412885e+02
28424.71562211701,3,52.5,4.8480519590947915e+02
28424.71562211701,1,70,2.100000000000006e+03
28424.71562211701,2,70,1.424264068711932e+03
28424.71562211701,3,70,7.272077938642174e+02
28424.71562211701,1,70,2.8000000000000055e+03
28424.71562211701,2,70,1.8990187582825722e+03
28424.71562211701,3,70,9.696103918189559e+02
28424.71562211701,1,70,2.799999999999999e+03
28424.71562211701,2,70,1.899018758282569e+03
28424.71562211701,3,70,9.6961039181895e+02
28424.71562211701,1,70,2.7999999999999986e+03
28424.71562211701,2,70,1.899018758282569e+03
28424.71562211701,3,70,9.696103918189533e+02
28424.71562211701,1,70,2.799999999999999e+03
28424.71562211701,2,70,1.8990187582825697e+03
28424.71562211701,3,70,9.696103918189503e+02
28424.71562211701,1,70,2.7999999999999986e+03
28424.71562211701,2,70,1.8990187582825738e+03
28424.71562211701,3,70,9.696103918189533e+02
28424.71562211701,1,70,2.8000000000000036e+03
28424.71562211701,2,70,1.8990187582825697e+03
28424.71562211701,3,70,9.696103918189544e+02
28424.71562211701,1,70,2.799999999999989e+03
28424.71562211701,2,70,1.8990187582825738e+03
28424.71562211701,3,70,9.696103918189496e+02
28424.71562211701,1,70,2.8000000000000036e+03
28424.71562211701,2,70,1.8990187582825697e+03
28424.71562211701,3,70,9.696103918189582e+02
28424.71562211701,1,70,2.7999999999999936e+03
28424.71562211701,2,70,1.8990187582825686e+03
28424.71562211701,3,70,9.696103918189496e+02
28424.71562211701,1,70,2.8000000000000036e+03
28424.71562211701,2,70,1.8990187582825697e+03
28424.71562211701,3,70,9.696103918189541e+02
28424.71562211701,1,70,2.7999999999999986e+03
28424.71562211701,2,70,1.899018758282574e+03
28424.71562211701,3,70,9.696103918189541e+02
28424.71562211701,1,70,2.8000000000000036e+03
28424.71562211701,2,70,1.899018758282569e+03
28424.71562211701,3,70,9.6961039181895e+02
28424.71562211701,1,70,2.8000000000000036e+03
28424.71562211701,2,70,1.899018758282569e+03
28424.71562211701,3,70,9.696103918189541e+02
28424.71562211701,1,70,2.8000000000000036e+03
28424.71562211701,2,70,1.899018758282569e+03
28424.71562211701,3,70,9.696103918189541e+02
28424.71562211701,1,70,2.8000000000000036e+03
28424.71562211701,2,70,1.899018758282569e+03
28424.71562211701,3,70,9.696103918189541e+02
28424.71562211701,1,70,2.8000000000000036e+03
28424.71562211701,2,70,1.899018758282569e+03
28424.71562211701,3,70,9.696103918189541e+02
96378.66099031236,1,35.0,7.000000000000014e+02
96378.66099031236,2,35.0,4.747546895706347e+02
96378.66099031236,3,35.0,2.4240259795473386e+02
96378.66099031236,1,52.5,1.3999999999999952e+03
96378.66099031236,2,52.5,9.495093791412743e+02
96378.66099031236,3,52.5,4.848051959094757e+02
96378.66099031236,1,70,2.0999999999999914e+03
96378.66099031236,2,70,1.4242640687119253e+03
96378.66099031236,3,70,7.272077938642091e+02
96378.66099031236,1,70,2.7999999999999764e+03
96378.66099031236,2,70,1.899018758282568e+03
96378.66099031236,3,70,9.696103918189461e+02
96378.66099031236,1,70,2.8000000000000205e+03
96378.66099031236,2,70,1.8990187582825642e+03
96378.66099031236,3,70,9.696103918189514e+02
96378.66099031236,1,70,2.8000000000000036e+03
96378.66099031236,2,70,1.8990187582825786e+03
96378.66099031236,3,70,9.696103918189531e+02
96378.66099031236,1,70,2.7999999999999995e+03
96378.66099031236,2,70,1.8990187582825872e+03
96378.66099031236,3,70,9.696103918189516e+02
96378.66099031236,1,70,2.8000000000000064e+03
96378.66099031236,2,70,1.8990187582825574e+03
96378.66099031236,3,70,9.696103918189514e+02
96378.66099031236,1,70,2.8000000000000064e+03
96378.66099031236,2,70,1.8990187582825697e+03
96378.66099031236,3,70,9.696103918189549e+02
96378.66099031236,1,70,2.8000000000000036e+03
96378.66099031236,2,70,1.8990187582825786e+03
96378.66099031236,3,70,9.696103918189531e+02
96378.66099031236,1,70,2.7999999999999995e+03
96378.66099031236,2,70,1.8990187582825872e+03
96378.66099031236,3,70,9.696103918189516e+02
96378.66099031236,1,70,2.8000000000000064e+03
96378.66099031236,2,70,1.8990187582825574e+03
96378.66099031236,3,70,9.696103918189514e+02
96378.66099031236,1,70,2.8000000000000064e+03
96378.66099031236,2,70,1.8990187582825697e+03
96378.66099031236,3,70,9.696103918189549e+02
96378.66099031236,1,70,2.8000000000000036e+03
96378.66099031236,2,70,1.8990187582825786e+03
96378.66099031236,3,70,9.696103918189531e+02
96378.66099031236,1,70,2.7999999999999995e+03
96378.66099031236,2,70,1.8990187582825872e+03
96378.66099031236,3,70,9.696103918189516e+02
96378.66099031236,1,70,2.8000000000000064e+03
96378.66099031236,2,70,1.8990187582825574e+03
96378.66099031236,3,70,9.696103918189514e+02
96378.66099031236,1,70,2.8000000000000064e+03
96378.66099031236,2,70,1.8990187582825697e+03
96378.66099031236,3,70,9.696103918189549e+02
96378.66099031236,1,70,2.8000000000000036e+03
96378.66099031236,2,70,1.8990187582825786e+03
96378.66099031236,3,70,9.696103918189531e+02
