G,element_length,p,f_int[0],f_int[1],f_ext[0],kte[00],kte[01],kte[11]
65426.655449398735,1,70,2.8000000000000005e+03,-1.8990187582825715e+03,2800.0,1076981.8518414542,-1160465.3707253134,1292504.9521453558
65426.655449398735,2,70,1.899018758282568e+03,-9.696103918189488e+02,0.0,938847.3326044932,-1019045.1911227608,1154370.4329083948
65426.655449398735,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,841468.2563299027,-918749.2441353677,1056991.3566338045
65426.655449398735,1,70,2.800000000000001e+03,-1.8990187582825722e+03,2800.0,1076981.8518414542,-1160465.3707253134,1292504.9521453558
65426.655449398735,2,70,1.8990187582825763e+03,-9.696103918189582e+02,0.0,938847.3326044932,-1019045.1911227608,1154370.4329083948
65426.655449398735,3,70,9.696103918189502e+02,2.4325679184824384e-12,0.0,841468.2563299027,-918749.2441353677,1056991.3566338045
65426.655449398735,1,70,2.799999999999997e+03,-1.8990187582825672e+03,2800.0,1076981.8518414542,-1160465.3707253134,1292504.9521453558
65426.655449398735,2,70,1.8990187582825715e+03,-9.696103918189525e+02,0.0,938847.3326044932,-1019045.1911227608,1154370.4329083948
65426.655449398735,3,70,9.696103918189531e+02,-6.936238468220494e-13,0.0,841468.2563299027,-918749.2441353677,1056991.3566338045
65426.655449398735,1,70,2.7999999999999973e+03,-1.8990187582825681e+03,2800.0,1076981.8518414542,-1160465.3707253134,1292504.9521453558
65426.655449398735,2,70,1.8990187582825745e+03,-9.696103918189564e+02,0.0,938847.3326044932,-1019045.1911227608,1154370.4329083948
65426.655449398735,3,70,9.696103918189502e+02,2.4325679184824384e-12,0.0,841468.2563299027,-918749.2441353677,1056991.3566338045
65426.655449398735,1,70,2.800000000000001e+03,-1.8990187582825731e+03,2800.0,1076981.8518414542,-1160465.3707253134,1292504.9521453558
65426.655449398735,2,70,1.8990187582825715e+03,-9.696103918189533e+02,0.0,938847.3326044932,-1019045.1911227608,1154370.4329083948
65426.655449398735,3,70,9.696103918189534e+02,-1.321967144251148e-12,0.0,841468.2563299027,-918749.2441353677,1056991.3566338045
65426.655449398735,1,70,2.7999999999999995e+03,-1.8990187582825706e+03,2800.0,1076981.8518414542,-1160465.3707253134,1292504.9521453558
65426.655449398735,2,70,1.8990187582825704e+03,-9.696103918189515e+02,0.0,938847.3326044932,-1019045.1911227608,1154370.4329083948
65426.655449398735,3,70,9.696103918189528e+02,6.349305446107059e-14,0.0,841468.2563299027,-918749.2441353677,1056991.3566338045
65426.655449398735,1,70,2.8000000000000005e+03,-1.8990187582825715e+03,2800.0,1076981.8518414542,-1160465.3707253134,1292504.9521453558
65426.655449398735,2,70,1.899018758282568e+03,-9.696103918189488e+02,0.0,938847.3326044932,-1019045.1911227608,1154370.4329083948
65426.655449398735,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,841468.2563299027,-918749.2441353677,1056991.3566338045
65426.655449398735,1,70,2.800000000000001e+03,-1.8990187582825722e+03,2800.0,1076981.8518414542,-1160465.3707253134,1292504.9521453558
65426.655449398735,2,70,1.8990187582825763e+03,-9.696103918189582e+02,0.0,938847.3326044932,-1019045.1911227608,1154370.4329083948
65426.655449398735,3,70,9.696103918189502e+02,2.4325679184824384e-12,0.0,841468.2563299027,-918749.2441353677,1056991.3566338045
65426.655449398735,1,70,2.799999999999997e+03,-1.8990187582825672e+03,2800.0,1076981.8518414542,-1160465.3707253134,1292504.9521453558
65426.655449398735,2,70,1.8990187582825715e+03,-9.696103918189525e+02,0.0,938847.3326044932,-1019045.1911227608,1154370.4329083948
65426.655449398735,3,70,9.696103918189531e+02,-6.936238468220494e-13,0.0,841468.2563299027,-918749.2441353677,1056991.3566338045
127844.94552002077,1,35.0,7.00000000000002e+02,-4.7475468957064305e+02,1400.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,35.0,4.747546895706479e+02,-2.424025979547426e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,35.0,2.4240259795473682e+02,3.404666512736089e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,52.5,1.40000000000001e+03,-9.495093791412957e+02,2100.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,52.5,9.495093791412934e+02,-4.848051959094844e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,52.5,4.8480519590947836e+02,-6.733800389051412e-13,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.1000000000000196e+03,-1.4242640687119501e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.4242640687119233e+03,-7.272077938642067e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,7.272077938642127e+02,4.214470832715174e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.799999999999989e+03,-1.899018758282556e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.899018758282572e+03,-9.696103918189518e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.69610391818961e+02,-8.886879646959468e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.800000000000016e+03,-1.8990187582825902e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.8990187582825654e+03,-9.69610391818946e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189565e+02,-5.405416513774931e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.7999999999999905e+03,-1.8990187582825597e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.89901875828258e+03,-9.696103918189631e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189565e+02,-5.405416513774931e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.7999999999999905e+03,-1.8990187582825597e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.89901875828258e+03,-9.696103918189631e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189426e+02,1.3041472748164245e-11,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.800000000000016e+03,-1.8990187582825902e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.8990187582825654e+03,-9.69610391818946e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189442e+02,1.052809955844785e-11,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.7999999999999927e+03,-1.8990187582825624e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.8990187582825715e+03,-9.696103918189525e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189565e+02,-5.405416513774931e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.7999999999999927e+03,-1.8990187582825624e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.8990187582825715e+03,-9.696103918189525e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189565e+02,-5.405416513774931e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.7999999999999927e+03,-1.8990187582825624e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.8990187582825715e+03,-9.696103918189525e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189565e+02,-5.405416513774931e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.7999999999999927e+03,-1.8990187582825624e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.8990187582825715e+03,-9.696103918189525e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189565e+02,-5.405416513774931e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.7999999999999927e+03,-1.8990187582825624e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.8990187582825715e+03,-9.696103918189525e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189565e+02,-5.405416513774931e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.7999999999999927e+03,-1.8990187582825624e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.8990187582825715e+03,-9.696103918189525e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189565e+02,-5.405416513774931e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.7999999999999927e+03,-1.8990187582825624e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.8990187582825715e+03,-9.696103918189525e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189565e+02,-5.405416513774931e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.7999999999999927e+03,-1.8990187582825624e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.8990187582825715e+03,-9.696103918189525e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189565e+02,-5.405416513774931e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.7999999999999927e+03,-1.8990187582825624e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.8990187582825715e+03,-9.696103918189525e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189565e+02,-5.405416513774931e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.7999999999999927e+03,-1.8990187582825624e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.8990187582825715e+03,-9.696103918189525e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189565e+02,-5.405416513774931e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
127844.94552002077,1,70,2.7999999999999927e+03,-1.8990187582825624e+03,2800.0,7604844.758045636,-9014039.169308059,10800398.001543218
127844.94552002077,2,70,1.8990187582825715e+03,-9.696103918189525e+02,0.0,6531870.071815007,-7915542.7639640225,9727423.315312589
127844.94552002077,3,70,9.696103918189565e+02,-5.405416513774931e-12,0.0,5775467.657789017,-7136483.243987012,8971020.901286595
48591.09598786921,1,35.0,7.000000000000008e+02,-4.74754689570644e+02,1400.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,35.0,4.747546895706439e+02,-2.4240259795473963e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,35.0,2.4240259795473852e+02,-8.126107367500061e-13,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,52.5,1.3999999999999986e+03,-9.495093791412847e+02,2100.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,52.5,9.49509379141284e+02,-4.848051959094749e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,52.5,4.8480519590947773e+02,-1.9316307612940587e-12,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.1000000000000005e+03,-1.424264068711929e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.4242640687119297e+03,-7.272077938642162e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,7.272077938642155e+02,-1.419677952681285e-12,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.8000000000000023e+03,-1.8990187582825743e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825745e+03,-9.696103918189564e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.696103918189532e+02,-1.1078658470046863e-12,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.799999999999996e+03,-1.8990187582825677e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825738e+03,-9.696103918189557e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.800000000000002e+03,-1.8990187582825731e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825702e+03,-9.696103918189511e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.696103918189522e+02,9.059376491366313e-13,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.800000000000002e+03,-1.8990187582825733e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825668e+03,-9.696103918189476e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.69610391818957e+02,-4.347306494322188e-12,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.799999999999996e+03,-1.8990187582825677e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825738e+03,-9.696103918189557e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.800000000000002e+03,-1.8990187582825731e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825702e+03,-9.696103918189511e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.696103918189522e+02,9.059376491366313e-13,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.800000000000002e+03,-1.8990187582825733e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825668e+03,-9.696103918189476e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.69610391818957e+02,-4.347306494322188e-12,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.799999999999996e+03,-1.8990187582825677e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825738e+03,-9.696103918189557e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.800000000000002e+03,-1.8990187582825731e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825702e+03,-9.696103918189511e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.696103918189522e+02,9.059376491366313e-13,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.800000000000002e+03,-1.8990187582825733e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825668e+03,-9.696103918189476e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.69610391818957e+02,-4.347306494322188e-12,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.799999999999996e+03,-1.8990187582825677e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825738e+03,-9.696103918189557e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.800000000000002e+03,-1.8990187582825731e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825702e+03,-9.696103918189511e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.696103918189522e+02,9.059376491366313e-13,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.800000000000002e+03,-1.8990187582825733e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825668e+03,-9.696103918189476e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.69610391818957e+02,-4.347306494322188e-12,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.799999999999996e+03,-1.8990187582825677e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825738e+03,-9.696103918189557e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.800000000000002e+03,-1.8990187582825731e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825702e+03,-9.696103918189511e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.696103918189522e+02,9.059376491366313e-13,0.0,525015.527448124,-553142.8182145883,617972.4067292652
48591.09598786921,1,70,2.800000000000002e+03,-1.8990187582825733e+03,2800.0,666809.0089455803,-698670.5999497502,759765.8882267214
48591.09598786921,2,70,1.8990187582825668e+03,-9.696103918189476e+02,0.0,583643.6428229042,-613527.0668289291,676600.5221040454
48591.09598786921,3,70,9.69610391818957e+02,-4.347306494322188e-12,0.0,525015.527448124,-553142.8182145883,617972.4067292652
120287.01468826258,1,35.0,7.000000000000034e+02,-4.747546895706452e+02,1400.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,35.0,4.747546895706458e+02,-2.4240259795474017e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,35.0,2.4240259795473835e+02,9.378383501761655e-13,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,52.5,1.4000000000000036e+03,-9.495093791412885e+02,2100.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,52.5,9.495093791412879e+02,-4.8480519590947756e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,52.5,4.84805195909481e+02,-3.99273220999066e-12,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.099999999999999e+03,-1.424264068711926e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.4242640687119344e+03,-7.2720779386422e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,7.27207793864215e+02,7.019582558486236e-13,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000055e+03,-1.899018758282576e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825727e+03,-9.696103918189525e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.696103918189533e+02,5.78587469877155e-13,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.799999999999997e+03,-1.8990187582825672e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825708e+03,-9.69610391818952e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.696103918189523e+02,5.630627480361483e-13,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.7999999999999977e+03,-1.899018758282569e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825738e+03,-9.696103918189555e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.696103918189531e+02,-6.936238468220494e-13,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000014e+03,-1.8990187582825727e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825731e+03,-9.696103918189548e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.696103918189531e+02,-6.936238468220494e-13,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000014e+03,-1.8990187582825727e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825731e+03,-9.696103918189548e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.69610391818949e+02,4.188824206915713e-12,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000014e+03,-1.8990187582825727e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825731e+03,-9.696103918189548e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.696103918189531e+02,-6.936238468220494e-13,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000014e+03,-1.8990187582825727e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825731e+03,-9.696103918189548e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.69610391818949e+02,4.188824206915713e-12,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000014e+03,-1.8990187582825727e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825731e+03,-9.696103918189548e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.696103918189531e+02,-6.936238468220494e-13,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000014e+03,-1.8990187582825727e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825731e+03,-9.696103918189548e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.69610391818949e+02,4.188824206915713e-12,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000014e+03,-1.8990187582825727e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825731e+03,-9.696103918189548e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.696103918189531e+02,-6.936238468220494e-13,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000014e+03,-1.8990187582825727e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825731e+03,-9.696103918189548e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.69610391818949e+02,4.188824206915713e-12,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000014e+03,-1.8990187582825727e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825731e+03,-9.696103918189548e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.696103918189531e+02,-6.936238468220494e-13,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000014e+03,-1.8990187582825727e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825731e+03,-9.696103918189548e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.69610391818949e+02,4.188824206915713e-12,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000014e+03,-1.8990187582825727e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825731e+03,-9.696103918189548e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.696103918189531e+02,-6.936238468220494e-13,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000014e+03,-1.8990187582825727e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825731e+03,-9.696103918189548e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.69610391818949e+02,4.188824206915713e-12,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
120287.01468826258,1,70,2.8000000000000014e+03,-1.8990187582825727e+03,2800.0,2250570.8845633618,-2465343.3912765537,2783270.5210399535
120287.01468826258,2,70,1.8990187582825731e+03,-9.696103918189548e+02,0.0,1957111.870017192,-2164904.176137903,2489811.506493784
120287.01468826258,3,70,9.696103918189531e+02,-6.936238468220494e-13,0.0,1750235.5011065658,-1951831.0795037067,2282935.137583158
76911.26809946816,1,35.0,6.999999999999931e+02,-4.7475468957063555e+02,1400.0,3203420.769459147,-3740457.0216194983,4434001.059050637
76911.26809946816,2,35.0,4.747546895706421e+02,-2.424025979547381e+02,0.0,2758180.2259304887,-3284626.010081051,3988760.5155219785
76911.26809946816,3,35.0,2.4240259795473264e+02,6.293469898032604e-12,0.0,2444304.207913291,-2961348.221175991,3674884.497504781
76911.26809946816,1,52.5,1.3999999999999993e+03,-9.495093791412858e+02,2100.0,3203420.769459147,-3740457.0216194983,4434001.059050637
76911.26809946816,2,52.5,9.495093791412781e+02,-4.84805195909468e+02,0.0,2758180.2259304887,-3284626.010081051,3988760.5155219785
76911.26809946816,3,52.5,4.848051959094709e+02,6.134415562520059e-12,0.0,2444304.207913291,-2961348.221175991,3674884.497504781
76911.26809946816,1,70,2.1000000000000027e+03,-1.4242640687119317e+03,2800.0,3203420.769459147,-3740457.0216194983,4434001.059050637
76911.26809946816,2,70,1.4242640687119194e+03,-7.272077938642044e+02,0.0,2758180.2259304887,-3284626.010081051,3988760.5155219785
76911.26809946816,3,70,7.272077938642069e+02,8.76644045213202e-12,0.0,2444304.207913291,-2961348.221175991,3674884.497504781
76911.26809946816,1,70,2.799999999999981e+03,-1.8990187582825495e+03,2800.0,3203420.769459147,-3740457.0216194983,4434001.059050637
76911.26809946816,2,70,1.8990187582825786e+03,-9.696103918189616e+02,0.0,2758180.2259304887,-3284626.010081051,3988760.5155219785
76911.26809946816,3,70,9.696103918189509e+02,1.1758813236242407e-12,0.0,2444304.207913291,-2961348.221175991,3674884.497504781
76911.26809946816,1,70,2.7999999999999873e+03,-1.8990187582825577e+03,2800.0,3203420.769459147,-3740457.0216194983,4434001.059050637
