eps11,eps22,epspk11,epspk22,Alpha_k11,Alpha_k22,alpha_k,epspk_out11,epspk_out22,Alpha_k_out11,Alpha_k_out22,alpha_k_out,sigma_out11,sigma_out22,C_out11,C_out12,C_out22,C_out23,C_out44
0.044827586206896516,-0.02169330092662918,0.040249726384180735,-0.020124863192090368,0.040249726384180735,-0.020124863192090368,0.04024972638418074,0.04058939693149017,-0.020294698465745085,0.04058939693149017,-0.020294698465745085,0.040589396931490176,890.0197478353332,3.410605131648481e-13,212931.90716054203,202357.5758314937,269273.32845277205,146016.1545392637,61628.58695675419
0.04594827586206893,-0.02169330092662918,0.04058939693149017,-0.020294698465745085,0.04058939693149017,-0.020294698465745085,0.040589396931490176,0.04128648773918605,-0.020643243869593025,0.04128648773918605,-0.020643243869593025,0.041286487739186056,1128.650333446285,226.78004188012193,212931.90716054203,202357.5758314937,258141.1193233013,157148.3636687344,50496.377827283446
0.04594827586206893,-0.022239377943186978,0.04128648773918605,-0.020643243869593025,0.04128648773918605,-0.020643243869593025,0.041286487739186056,0.041626158286495483,-0.020813079143247742,0.041626158286495483,-0.020813079143247742,0.04162615828649549,907.6446908704233,1.7053025658242404e-13,212931.907160542,202357.5758314937,269370.70185041905,145918.7811416167,61725.96035440116
0.04706896551724134,-0.022239377943186978,0.041626158286495483,-0.020813079143247742,0.041626158286495483,-0.020813079143247742,0.04162615828649549,0.04232324909419136,-0.02116162454709568,0.04232324909419136,-0.02116162454709568,0.04232324909419137,1146.275276481375,226.78004188012176,212931.90716054203,202357.5758314937,258269.31000169634,157020.1729903394,50624.56850567847
0.04706896551724134,-0.022785454959744777,0.04232324909419136,-0.02116162454709568,0.04232324909419136,-0.02116162454709568,0.04232324909419137,0.0426629196415008,-0.0213314598207504,0.0426629196415008,-0.0213314598207504,0.042662919641500804,925.2696339055135,5.684341886080802e-14,212931.90716054203,202357.5758314937,269466.98642235855,145822.4965696772,61822.24492634067
0.04818965517241375,-0.022785454959744777,0.0426629196415008,-0.0213314598207504,0.0426629196415008,-0.0213314598207504,0.042662919641500804,0.04336001044919668,-0.02168000522459834,0.04336001044919668,-0.02168000522459834,0.043360010449196684,1163.9002195164653,226.7800418801216,212931.90716054203,202357.5758314937,258396.35069263226,156893.13229940349,50751.60919661437
0.04818965517241375,-0.023331531976302576,0.04336001044919668,-0.02168000522459834,0.04336001044919668,-0.02168000522459834,0.043360010449196684,0.04369968099650611,-0.021849840498253056,0.04369968099650611,-0.021849840498253056,0.04369968099650612,942.8945769406037,-2.2737367544323206e-13,212931.90716054203,202357.5758314937,269562.20032986405,145727.28266217167,61917.45883384619
0.04931034482758616,-0.023331531976302576,0.04369968099650611,-0.021849840498253056,0.04369968099650611,-0.021849840498253056,0.04369968099650612,0.04439677180420199,-0.022198385902100996,0.04439677180420199,-0.022198385902100996,0.044396771804202,1181.5251625515552,226.7800418801213,212931.90716054203,202357.5758314937,258522.2568016647,156767.22619037103,50877.515305646855
0.04931034482758616,-0.023877608992860375,0.04439677180420199,-0.022198385902100996,0.04439677180420199,-0.022198385902100996,0.044396771804202,0.044736442351511425,-0.022368221175755713,0.044736442351511425,-0.022368221175755713,0.04473644235151143,960.5195199756938,-3.979039320256561e-13,212931.90716054203,202357.5758314937,269656.3613325431,145633.12165949267,62011.619836525184
0.05,-0.023877608992860375,0.044736442351511425,-0.022368221175755713,0.044736442351511425,-0.022368221175755713,0.04473644235151143,0.04516542131009354,-0.02258271065504677,0.04516542131009354,-0.02258271065504677,0.045165421310093545,1107.3691111209062,139.55694884931592,212931.90716054203,202357.5758314937,266457.1621475352,148832.32084450056,58812.420651517314
0.05,-0.0242136563876652,0.04516542131009354,-0.02258271065504677,0.04516542131009354,-0.02258271065504677,0.045165421310093545,0.045374449339207056,-0.022687224669603528,0.04537444933920705,-0.022687224669603524,0.04537444933920706,971.3656387665203,3.979039320256561e-13,212931.90716054203,202357.5758314937,275210.2760611294,140079.20693090634,67565.53456511152
0.0012758620689655173,0.0,0.0,0.0,0.0,0.0,0.0,5.719719447761084e-06,-2.859859723880542e-06,5.719719447761128e-06,-2.859859723880564e-06,5.719719447761128e-06,396.07564160742623,195.9784063768143,212931.90716054203,202357.5758314937,286061.2255728793,129228.25741915643,78416.48407686142
0.0012758620689655173,-0.0004719079447060611,5.719719447761084e-06,-2.859859723880542e-06,5.719719447761128e-06,-2.859859723880564e-06,5.719719447761128e-06,0.0002992556585143549,-0.00014962782925717746,0.0002992556585143551,-0.00014962782925717752,0.0002992556585143551,205.0873461947441,0.0,212931.907160542,202357.5758314937,266599.0729941972,148690.40999783855,58954.33149817932
0.0025517241379310347,-0.0004719079447060611,0.0002992556585143549,-0.00014962782925717746,0.0002992556585143551,-0.00014962782925717752,0.0002992556585143551,0.0010928667318912053,-0.0005464333659456026,0.0010928667318912057,-0.0005464333659456028,0.0010928667318912057,476.7590898133667,258.18035537121614,212931.90716054203,202357.5758314937,249683.83277378912,165605.65021824662,42039.09127777125
0.0025517241379310347,-0.0010935956250949415,0.0010928667318912053,-0.0005464333659456026,0.0010928667318912057,-0.0005464333659456028,0.0010928667318912057,0.0014795685857511773,-0.0007397842928755886,0.0014795685857511777,-0.0007397842928755889,0.0014795685857511777,225.15266595777,1.4210854715202004e-14,212931.90716054203,202357.5758314937,262518.03517679404,152771.4478152417,54873.293680776165
0.003827586206896552,-0.0010935956250949417,0.0014795685857511773,-0.0007397842928755886,0.0014795685857511777,-0.0007397842928755889,0.0014795685857511777,0.0022731796591280284,-0.0011365898295640142,0.0022731796591280284,-0.0011365898295640144,0.0022731796591280284,496.8244095763926,258.1803553712161,212931.90716054203,202357.5758314937,249899.27356063257,165390.20943140314,42254.532064614716
0.003827586206896552,-0.0017152833054838218,0.0022731796591280284,-0.0011365898295640142,0.0022731796591280284,-0.0011365898295640144,0.0022731796591280284,0.0026598815129879995,-0.0013299407564939998,0.0026598815129879995,-0.0013299407564939998,0.0026598815129879995,245.21798572079592,0.0,212931.90716054203,202357.57583149368,262705.7737354196,152583.70925661613,55061.032239401735
0.005103448275862069,-0.0017152833054838222,0.0026598815129879995,-0.0013299407564939998,0.0026598815129879995,-0.0013299407564939998,0.0026598815129879995,0.0034534925863648506,-0.0017267462931824253,0.0034534925863648506,-0.0017267462931824253,0.0034534925863648506,516.8897293394186,258.1803553712162,212931.90716054203,202357.5758314937,250112.2138041456,165177.26918789014,42467.472308127726
0.005103448275862069,-0.0023369709858727028,0.0034534925863648506,-0.0017267462931824253,0.0034534925863648506,-0.0017267462931824253,0.0034534925863648506,0.0038401944402248226,-0.0019200972201124113,0.003840194440224822,-0.001920097220112411,0.0038401944402248226,265.2833054838219,-5.684341886080802e-14,212931.90716054203,202357.5758314937,262890.6068420939,152398.87614994182,55245.86534607604
0.006379310344827587,-0.0023369709858727028,0.0038401944402248226,-0.0019200972201124113,0.003840194440224822,-0.001920097220112411,0.0038401944402248226,0.004633805513601673,-0.0023169027568008364,0.004633805513601673,-0.002316902756800836,0.004633805513601673,536.9550491024445,258.18035537121614,212931.907160542,202357.5758314937,250322.69678749586,164966.78620453988,42677.95529147801
0.006379310344827587,-0.0029586586662615835,0.004633805513601673,-0.0023169027568008364,0.004633805513601673,-0.002316902756800836,0.004633805513601673,0.005020507367461644,-0.002510253683730822,0.005020507367461644,-0.0025102536837308216,0.005020507367461644,285.34862524684786,-1.2789769243681803e-13,212931.90716054203,202357.57583149374,263072.601426309,152216.88156572677,55427.859930291095
0.007655172413793104,-0.002958658666261583,0.005020507367461644,-0.002510253683730822,0.005020507367461644,-0.0025102536837308216,0.005020507367461644,0.005814118440838495,-0.002907059220419247,0.005814118440838495,-0.0029070592204192467,0.005814118440838494,557.0203688654705,258.1803553712161,212931.907160542,202357.5758314937,250530.76480063482,164758.71819140093,42886.02330461693
0.007655172413793104,-0.0035803463466504634,0.005814118440838495,-0.002907059220419247,0.005814118440838495,-0.0029070592204192467,0.005814118440838494,0.006200820294698466,-0.0031004101473492327,0.006200820294698466,-0.0031004101473492323,0.006200820294698465,305.413945009874,4.263256414560601e-14,212931.90716054206,202357.5758314937,263251.8223775197,152037.66061451606,55607.0808815018
0.008931034482758622,-0.0035803463466504634,0.006200820294698466,-0.0031004101473492327,0.006200820294698466,-0.0031004101473492323,0.006200820294698465,0.006994431368075317,-0.0034972156840376587,0.006994431368075317,-0.0034972156840376582,0.006994431368075317,577.0856886284967,258.18035537121636,212931.90716054206,202357.5758314937,250736.4591686241,164553.0238234116,43091.717672606246
0.008931034482758622,-0.004202034027039344,0.006994431368075317,-0.0034972156840376587,0.006994431368075317,-0.0034972156840376582,0.006994431368075317,0.0073811332219352885,-0.0036905666109676443,0.0073811332219352885,-0.003690566610967644,0.0073811332219352885,325.4792647729,1.2789769243681803e-13,212931.90716054203,202357.5758314937,263428.33262228244,151861.1503697533,55783.59112626456
0.010206896551724139,-0.004202034027039344,0.0073811332219352885,-0.0036905666109676443,0.0073811332219352885,-0.003690566610967644,0.0073811332219352885,0.008174744295312139,-0.004087372147656069,0.008174744295312139,-0.004087372147656069,0.008174744295312139,597.1510083915225,258.180355371216,212931.90716054203,202357.5758314937,250939.82027899864,164349.6627130371,43295.07878298077
0.010206896551724139,-0.004823721707428225,0.008174744295312139,-0.004087372147656069,0.008174744295312139,-0.004087372147656069,0.008174744295312139,0.00856144614917211,-0.004280723074586055,0.00856144614917211,-0.004280723074586055,0.00856144614917211,345.54458453592576,-1.7053025658242404e-13,212931.907160542,202357.5758314937,263602.19319792,151687.28979411573,55957.45170190213
0.011482758620689655,-0.004823721707428225,0.00856144614917211,-0.004280723074586055,0.00856144614917211,-0.004280723074586055,0.00856144614917211,0.009355057222548962,-0.004677528611274481,0.009355057222548962,-0.004677528611274481,0.009355057222548962,617.2163281545481,258.1803553712158,212931.90716054203,202357.5758314937,251140.88760820276,164148.595383833,43496.14611218487
0.011482758620689655,-0.005445409387817105,0.009355057222548962,-0.004677528611274481,0.009355057222548962,-0.004677528611274481,0.009355057222548962,0.009741759076408932,-0.004870879538204466,0.009741759076408932,-0.004870879538204466,0.009741759076408932,365.6099042989518,-8.526512829121202e-14,212931.90716054203,202357.5758314937,263773.4633228934,151516.01966914232,56128.72182687556
0.012758620689655172,-0.005445409387817105,0.009741759076408932,-0.004870879538204466,0.009741759076408932,-0.004870879538204466,0.009741759076408932,0.010535370149785783,-0.005267685074892892,0.010535370149785783,-0.005267685074892892,0.010535370149785783,637.2816479175742,258.18035537121585,212931.90716054203,202357.5758314937,251339.69974713773,163949.783244898,43694.95825111987
0.012758620689655172,-0.006067097068205985,0.010535370149785783,-0.005267685074892892,0.010535370149785783,-0.005267685074892892,0.010535370149785783,0.010922072003645754,-0.005461036001822877,0.010922072003645754,-0.005461036001822877,0.010922072003645754,385.6752240619778,0.0,212931.907160542,202357.5758314937,263942.2004640516,151347.2825279841,56297.45896803376
0.014034482758620688,-0.006067097068205985,0.010922072003645754,-0.005461036001822877,0.010922072003645754,-0.005461036001822877,0.010922072003645754,0.011715683077022603,-0.0058578415385113014,0.011715683077022603,-0.0058578415385113014,0.011715683077022603,657.3469676806003,258.1803553712159,212931.90716054203,202357.5758314937,251536.29442585428,163753.18856618146,43891.55292983641
0.014034482758620688,-0.006688784748594865,0.011715683077022603,-0.0058578415385113014,0.011715683077022603,-0.0058578415385113014,0.011715683077022603,0.012102384930882575,-0.0060511924654412875,0.012102384930882575,-0.0060511924654412875,0.012102384930882575,405.7405438250038,8.526512829121202e-14,212931.90716054203,202357.5758314937,264108.46040091943,151181.02259111629,56463.71890490158
0.015310344827586204,-0.006688784748594865,0.012102384930882575,-0.0060511924654412875,0.012102384930882575,-0.0060511924654412875,0.012102384930882575,0.012895996004259424,-0.006447998002129712,0.012895996004259424,-0.006447998002129712,0.012895996004259424,677.4122874436262,258.180355371216,212931.907160542,202357.5758314937,251730.70853742285,163558.77445461287,44085.96704140499
0.015310344827586204,-0.007310472428983745,0.012895996004259424,-0.006447998002129712,0.012895996004259424,-0.006447998002129712,0.012895996004259424,0.013282697858119395,-0.006641348929059697,0.013282697858119395,-0.006641348929059697,0.013282697858119395,425.8058635880295,-2.5579538487363607e-13,212931.90716054203,202357.5758314937,264272.29728717485,151017.1857048609,56627.555791157
0.01658620689655172,-0.0073104724289837445,0.013282697858119395,-0.006641348929059697,0.013282697858119395,-0.006641348929059697,0.013282697858119395,0.014076308931496246,-0.007038154465748123,0.014076308931496246,-0.007038154465748123,0.014076308931496246,697.4776072066522,258.18035537121614,212931.90716054203,202357.5758314937,251922.9781610149,163366.50483102084,44278.23666499702
0.01658620689655172,-0.007932160109372624,0.014076308931496246,-0.007038154465748123,0.014076308931496246,-0.007038154465748123,0.014076308931496246,0.014463010785356216,-0.007231505392678108,0.014463010785356216,-0.007231505392678108,0.014463010785356216,445.87118335105583,2.2737367544323206e-13,212931.90716054197,202357.5758314937,264433.76370945724,150855.71928257844,56789.02221343941
0.017862068965517237,-0.007932160109372624,0.014463010785356216,-0.007231505392678108,0.014463010785356216,-0.007231505392678108,0.014463010785356216,0.015256621858733069,-0.007628310929366534,0.015256621858733069,-0.007628310929366534,0.015256621858733069,717.5429269696783,258.18035537121614,212931.90716054203,202357.5758314937,252113.1385842237,163176.34440781205,44468.39708820581
0.017862068965517237,-0.008553847789761506,0.015256621858733069,-0.007628310929366534,0.015256621858733069,-0.007628310929366534,0.015256621858733069,0.01564332371259304,-0.00782166185629652,0.01564332371259304,-0.00782166185629652,0.01564332371259304,465.9365031140817,-1.1368683772161603e-13,212931.90716054197,202357.57583149374,264592.91074364225,150696.57224839352,56948.16924762437
0.019137931034482754,-0.008553847789761504,0.01564332371259304,-0.00782166185629652,0.01564332371259304,-0.00782166185629652,0.01564332371259304,0.01643693478596989,-0.008218467392984945,0.01643693478596989,-0.008218467392984945,0.01643693478596989,737.6082467327043,258.18035537121625,212931.90716054206,202357.57583149368,252301.22432465543,162988.2586673803,44656.482828637556
0.019137931034482754,-0.009175535470150386,0.01643693478596989,-0.008218467392984945,0.01643693478596989,-0.008218467392984945,0.01643693478596989,0.016823636639829862,-0.008411818319914931,0.016823636639829862,-0.008411818319914931,0.016823636639829862,486.00182287710754,-1.4210854715202004e-13,212931.90716054215,202357.57583149374,264749.7880087078,150539.6949833278,57105.04651269002
0.02041379310344827,-0.009175535470150386,0.016823636639829862,-0.008411818319914931,0.016823636639829862,-0.008411818319914931,0.016823636639829862,0.017617247713206708,-0.008808623856603356,0.017617247713206708,-0.008808623856603356,0.01761724771320671,757.6735664957299,258.1803553712158,212931.9071605421,202357.5758314937,252487.26915081625,162802.21384121943,44842.5276547984
0.02041379310344827,-0.009797223150539266,0.017617247713206708,-0.008808623856603356,0.017617247713206708,-0.008808623856603356,0.01761724771320671,0.01800394956706668,-0.009001974783533342,0.01800394956706668,-0.009001974783533342,0.018003949567066684,506.0671426401337,5.684341886080802e-14,212931.90716054203,202357.5758314937,264904.4437183133,150385.03927372245,57259.70222229543
0.021689655172413787,-0.009797223150539266,0.01800394956706668,-0.009001974783533342,0.01800394956706668,-0.009001974783533342,0.018003949567066684,0.018797560640443533,-0.009398780320221766,0.018797560640443533,-0.009398780320221766,0.018797560640443533,777.7388862587562,258.18035537121614,212931.90716054194,202357.57583149368,252671.3061023246,162618.17688971118,45026.5646063067
0.021689655172413787,-0.010418910830928146,0.018797560640443533,-0.009398780320221766,0.018797560640443533,-0.009398780320221766,0.018797560640443533,0.019184262494303505,-0.009592131247151752,0.0191842624943035,-0.00959213124715175,0.0191842624943035,526.1324624031597,1.4210854715202004e-13,212931.90716054203,202357.5758314937,265056.9247302009,150232.55826183484,57412.183234183016
0.022965517241379303,-0.010418910830928146,0.019184262494303505,-0.009592131247151752,0.0191842624943035,-0.00959213124715175,0.0191842624943035,0.019977873567680354,-0.009988936783840177,0.01997787356768035,-0.009988936783840175,0.01997787356768035,797.804206021782,258.180355371216,212931.9071605421,202357.5758314937,252853.36750947137,162436.11548256432,45208.62601345352
0.022965517241379303,-0.011040598511317026,0.019977873567680354,-0.009988936783840177,0.01997787356768035,-0.009988936783840175,0.01997787356768035,0.020364575421540326,-0.010182287710770163,0.020364575421540323,-0.010182287710770161,0.020364575421540323,546.1977821661856,1.1368683772161603e-13,212931.90716054212,202357.57583149374,265207.27659352886,150082.2063985068,57562.53509751103
0.02424137931034482,-0.011040598511317026,0.020364575421540326,-0.010182287710770163,0.020364575421540323,-0.010182287710770161,0.020364575421540323,0.021158186494917172,-0.010579093247458588,0.02115818649491717,-0.010579093247458586,0.021158186494917172,817.869525784808,258.180355371216,212931.9071605421,202357.5758314937,253033.48501215404,162255.99797988165,45388.74351613619
0.02424137931034482,-0.011662286191705905,0.021158186494917172,-0.010579093247458588,0.02115818649491717,-0.010579093247458586,0.021158186494917172,0.021544888348777144,-0.010772444174388574,0.02154488834877714,-0.010772444174388572,0.021544888348777144,566.2631019292116,2.8421709430404007e-13,212931.90716054203,202357.5758314937,265355.5435942359,149933.93939779984,57710.80209821803
0.025517241379310336,-0.011662286191705905,0.021544888348777144,-0.010772444174388574,0.02154488834877714,-0.010772444174388572,0.021544888348777144,0.022338499422153997,-0.011169249711076999,0.022338499422153994,-0.011169249711076997,0.022338499422153997,837.9348455478342,258.18035537121636,212931.90716054197,202357.57583149368,253211.68957820738,162077.79341382842,45566.948082189476
0.025517241379310336,-0.012283973872094785,0.022338499422153997,-0.011169249711076999,0.022338499422153994,-0.011169249711076997,0.022338499422153997,0.02272520127601397,-0.011362600638006985,0.022725201276013966,-0.011362600638006983,0.02272520127601397,586.3284216922373,5.684341886080802e-14,212931.9071605421,202357.57583149368,265501.7687985302,149787.7141935055,57857.02730251234
0.026793103448275853,-0.012283973872094785,0.02272520127601397,-0.011362600638006985,0.022725201276013966,-0.011362600638006983,0.02272520127601397,0.02351881234939082,-0.01175940617469541,0.023518812349390815,-0.011759406174695407,0.02351881234939082,858.00016531086,258.1803553712162,212931.9071605421,202357.5758314937,253388.01152115356,161901.4714708821,45743.27002513574
0.026793103448275853,-0.012905661552483665,0.02351881234939082,-0.01175940617469541,0.023518812349390815,-0.011759406174695407,0.02351881234939082,0.023905514203250787,-0.011952757101625393,0.023905514203250783,-0.011952757101625392,0.023905514203250787,606.3937414552634,1.4210854715202004e-13,212931.9071605421,202357.57583149368,265645.9940945952,149643.48889744052,58001.25259857731
0.02806896551724137,-0.012905661552483667,0.023905514203250787,-0.011952757101625393,0.023905514203250783,-0.011952757101625392,0.023905514203250787,0.02469912527662764,-0.01234956263831382,0.024699125276627636,-0.012349562638313818,0.02469912527662764,878.0654850738858,258.1803553712159,212931.907160542,202357.57583149377,253562.48051739208,161727.0024746436,45917.739021374255
0.02806896551724137,-0.013527349232872547,0.02469912527662764,-0.01234956263831382,0.024699125276627636,-0.012349562638313818,0.02469912527662764,0.025085827130487612,-0.012542913565243806,0.02508582713048761,-0.012542913565243804,0.025085827130487612,626.4590612182892,-2.2737367544323206e-13,212931.90716054197,202357.57583149374,265788.26023259497,149501.2227594408,58143.5187365771
0.029344827586206886,-0.013527349232872545,0.025085827130487612,-0.012542913565243806,0.02508582713048761,-0.012542913565243804,0.025085827130487612,0.02587943820386446,-0.01293971910193223,0.025879438203864458,-0.012939719101932229,0.02587943820386446,898.1308048369118,258.18035537121614,212931.90716054206,202357.57583149368,253735.12562285142,161554.35736918432,46090.38412683353
0.029344827586206886,-0.014149036913261427,0.02587943820386446,-0.01293971910193223,0.025879438203864458,-0.012939719101932229,0.02587943820386446,0.026266140057724433,-0.013133070028862217,0.02626614005772443,-0.013133070028862215,0.026266140057724433,646.5243809813151,-2.5579538487363607e-13,212931.90716054215,202357.57583149374,265928.6068630612,149360.8761289744,58283.86536704339
0.030620689655172402,-0.014149036913261427,0.026266140057724433,-0.013133070028862217,0.02626614005772443,-0.013133070028862215,0.026266140057724433,0.027059751131101283,-0.013529875565550641,0.02705975113110128,-0.01352987556555064,0.027059751131101283,918.1961245999373,258.18035537121546,212931.907160542,202357.5758314937,253905.97528911952,161383.5077029162,46261.23379310166
0.030620689655172402,-0.014770724593650305,0.027059751131101283,-0.013529875565550641,0.02705975113110128,-0.01352987556555064,0.027059751131101283,0.02744645298496125,-0.013723226492480627,0.027446452984961248,-0.013723226492480626,0.02744645298496125,666.5897007443418,5.115907697472721e-13,212931.90716054212,202357.57583149374,266067.072573736,149222.41041829958,58422.33107771823
0.03189655172413792,-0.014770724593650307,0.02744645298496125,-0.013723226492480627,0.027446452984961248,-0.013723226492480626,0.02744645298496125,0.028240064058338104,-0.014120032029169052,0.0282400640583381,-0.01412003202916905,0.028240064058338104,938.2614443629634,258.1803553712157,212931.90716054194,202357.57583149368,254075.0573790762,161214.4256129596,46430.3158830583
0.03189655172413792,-0.015392412274039187,0.028240064058338104,-0.014120032029169052,0.0282400640583381,-0.01412003202916905,0.028240064058338104,0.028626765912198072,-0.014313382956099036,0.02862676591219807,-0.014313382956099035,0.028626765912198072,686.6550205073668,-2.8421709430404007e-13,212931.9071605421,202357.57583149368,266203.69492494344,149085.7880670923,58558.95342892554
0.033172413793103435,-0.015392412274039187,0.028626765912198072,-0.014313382956099036,0.02862676591219807,-0.014313382956099035,0.028626765912198072,0.029420376985574925,-0.014710188492787463,0.029420376985574922,-0.014710188492787461,0.029420376985574922,958.3267641259897,258.18035537121597,212931.90716054197,202357.57583149374,254242.39918204042,161047.08380999533,46597.65768602255
0.033172413793103435,-0.016014099954428065,0.029420376985574925,-0.014710188492787463,0.029420376985574922,-0.014710188492787461,0.029420376985574922,0.029807078839434897,-0.014903539419717449,0.029807078839434894,-0.014903539419717447,0.029807078839434894,706.7203402703935,5.115907697472721e-13,212931.90716054215,202357.57583149365,266338.5104835574,148950.97250847827,58693.768987539544
0.03444827586206895,-0.016014099954428068,0.029807078839434897,-0.014903539419717449,0.029807078839434894,-0.014903539419717447,0.029807078839434894,0.030600689912811747,-0.015300344956405873,0.030600689912811743,-0.015300344956405872,0.030600689912811743,978.3920838890153,258.1803553712157,212931.90716054203,202357.5758314937,254408.02742845364,160881.45556358207,46763.28593243578
0.03444827586206895,-0.016635787634816948,0.030600689912811747,-0.015300344956405873,0.030600689912811743,-0.015300344956405872,0.030600689912811743,0.03098739176667172,-0.01549369588333586,0.030987391766671715,-0.015493695883335858,0.030987391766671715,726.7856600334189,-1.9895196601282805e-13,212931.90716054203,202357.5758314937,266471.5548556324,148817.92813640332,58826.81335961455
0.03572413793103447,-0.016635787634816948,0.03098739176667172,-0.01549369588333586,0.030987391766671715,-0.015493695883335858,0.030987391766671715,0.03178100284004857,-0.015890501420024284,0.03178100284004856,-0.015890501420024284,0.03178100284004856,998.4574036520412,258.18035537121557,212931.90716054215,202357.57583149374,254571.9683041139,160717.5146879217,46927.22680809609
0.03572413793103447,-0.017257475315205828,0.03178100284004857,-0.015890501420024284,0.03178100284004856,-0.015890501420024284,0.03178100284004856,0.03216770469390854,-0.01608385234695427,0.03216770469390853,-0.01608385234695427,0.03216770469390853,746.8509797964447,-3.979039320256561e-13,212931.90716054227,202357.57583149377,266602.8627177542,148686.62027428127,58958.12122173647
0.036999999999999984,-0.017257475315205828,0.03216770469390854,-0.01608385234695427,0.03216770469390853,-0.01608385234695427,0.03216770469390853,0.032961315767285386,-0.016480657883642696,0.03296131576728538,-0.016480657883642696,0.032961315767285386,1018.5227234150673,258.18035537121557,212931.90716054215,202357.57583149374,254734.24746397717,160555.23552805843,47089.505967959376
0.036999999999999984,-0.017879162995594708,0.032961315767285386,-0.016480657883642696,0.03296131576728538,-0.016480657883642696,0.032961315767285386,0.03334801762114536,-0.016674008810572682,0.03334801762114535,-0.016674008810572682,0.03334801762114536,766.916299559471,-8.526512829121202e-14,212931.90716054197,202357.5758314937,266732.4678471724,148557.01514486334,59087.72635115451
0.0382758620689655,-0.017879162995594708,0.03334801762114536,-0.016674008810572682,0.03334801762114535,-0.016674008810572682,0.03334801762114536,0.03414162869452221,-0.017070814347261105,0.034141628694522204,-0.017070814347261105,0.03414162869452221,1038.5880431780938,258.18035537121614,212931.90716054186,202357.57583149368,254894.8900455414,160394.59294649446,47250.148549523474
0.0382758620689655,-0.018500850675983588,0.03414162869452221,-0.017070814347261105,0.034141628694522204,-0.017070814347261105,0.03414162869452221,0.03452833054838218,-0.01726416527419109,0.034528330548382176,-0.01726416527419109,0.03452833054838218,786.9816193224971,0.0,212931.90716054203,202357.57583149368,266860.4031507678,148429.07984126796,59215.66165474992
0.03955172413793102,-0.018500850675983588,0.03452833054838218,-0.01726416527419109,0.034528330548382176,-0.01726416527419109,0.03452833054838218,0.03532194162175903,-0.017660970810879514,0.03532194162175902,-0.017660970810879514,0.03532194162175903,1058.6533629411192,258.1803553712157,212931.90716054215,202357.57583149374,255053.92068182674,160235.56231020886,47409.17918580895
0.03955172413793102,-0.019122538356372468,0.03532194162175903,-0.017660970810879514,0.03532194162175902,-0.017660970810879514,0.03532194162175903,0.035708643475619,-0.0178543217378095,0.035708643475618994,-0.0178543217378095,0.035708643475619,807.046939085523,-1.7053025658242404e-13,212931.90716054212,202357.5758314938,266986.7006929075,148302.78229912807,59341.95919688975
0.040827586206896534,-0.019122538356372468,0.035708643475619,-0.0178543217378095,0.035708643475618994,-0.0178543217378095,0.035708643475619,0.036502254548995854,-0.018251127274497927,0.03650225454899585,-0.018251127274497927,0.036502254548995854,1078.7186827041453,258.1803553712157,212931.90716054206,202357.57583149377,255211.36351396845,160078.11947806715,47566.62201795066
0.040827586206896534,-0.019744226036761348,0.036502254548995854,-0.018251127274497927,0.03650225454899585,-0.018251127274497927,0.036502254548995854,0.036888956402855826,-0.018444478201427913,0.03688895640285582,-0.018444478201427913,0.036888956402855826,827.1122588485484,-5.115907697472721e-13,212931.90716054203,202357.5758314937,267111.39172223763,148178.0912697981,59466.650226219754
0.04210344827586205,-0.019744226036761348,0.036888956402855826,-0.018444478201427913,0.03688895640285582,-0.018444478201427913,0.036888956402855826,0.03768256747623268,-0.01884128373811634,0.03768256747623267,-0.01884128373811634,0.03768256747623268,1098.784002467171,258.18035537121534,212931.90716054203,202357.5758314937,255367.2422034336,159922.24078860215,47722.500707415704
0.04210344827586205,-0.020365913717150227,0.03768256747623268,-0.01884128373811634,0.03768256747623267,-0.01884128373811634,0.03768256747623268,0.038069269330092644,-0.019034634665046322,0.03806926933009264,-0.019034634665046322,0.038069269330092644,847.1775786115745,-4.547473508864641e-13,212931.90716054203,202357.5758314937,267234.50669745787,148054.9762945779,59589.76520143996
0.04337931034482757,-0.020365913717150227,0.038069269330092644,-0.019034634665046322,0.03806926933009264,-0.019034634665046322,0.038069269330092644,0.038862880403469496,-0.019431440201734748,0.03886288040346949,-0.019431440201734748,0.038862880403469496,1118.8493222301968,258.18035537121546,212931.907160542,202357.5758314937,255521.57994387439,159767.90304816136,47876.83844785652
0.04337931034482757,-0.020987601397539107,0.038862880403469496,-0.019431440201734748,0.03886288040346949,-0.019431440201734748,0.038862880403469496,0.03924958225732947,-0.019624791128664734,0.03924958225732946,-0.019624791128664734,0.03924958225732947,867.2428983746005,-3.979039320256561e-13,212931.90716054203,202357.5758314937,267356.07531212753,147933.4076799082,59711.33381610966
0.04465517241379308,-0.020987601397539107,0.03924958225732947,-0.019624791128664734,0.03924958225732946,-0.019624791128664734,0.03924958225732947,0.040043193330706314,-0.020021596665353157,0.04004319333070631,-0.020021596665353157,0.040043193330706314,1138.9146419932229,258.18035537121557,212931.907160542,202357.5758314937,255674.39947263486,159615.08351940085,48029.657976617
